Labels;Sentences
[0,0,5,0,0,0,0,0,0,0,3,4,4,4,0,0,0,5,6,0,5,0];"[ ""'"", ""''"", ""Lithuania"", ""''"", ""'"", ""participated"", ""in"", ""the"", ""'"", ""''"", ""2010"", ""Summer"", ""Youth"", ""Olympics"", ""''"", ""'"", ""in"", ""Singapore"", ""City"", "","", ""Singapore"", ""."" ]"
[0,0,0,0,0,0,1,0];"[ ""The"", ""album"", ""artwork"", ""was"", ""designed"", ""by"", ""Beck"", ""."" ]"
[5,6,0,5];"[ ""Fentress"", ""County"", "","", ""Tennessee"" ]"
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0];"[ ""Lack"", ""of"", ""success"", ""in"", ""this"", ""area"", ""led"", ""him"", ""to"", ""the"", ""conviction"", ""that"", ""political"", ""involvement"", ""was"", ""necessary"", ""for"", ""results"", ""-"", ""he"", ""was"", ""subsequently"", ""involved"", ""in"", ""Young"", ""Fine"", ""Gael"", ""until"", ""1991"", ""."" ]"
[0,0,0,0,5,0,0,0,0,0,0,0,5,6,6,0];"[ ""It"", ""is"", ""found"", ""in"", ""Australia"", "","", ""where"", ""it"", ""has"", ""been"", ""recorded"", ""from"", ""New"", ""South"", ""Wales"", ""."" ]"
[0,0,0,5,6,0,5];"[ ""[[Neolithic"", ""dwellings"", ""at"", ""Skara"", ""Brae"", "","", ""Orkney"" ]"
[0,0,0,0,0,5];"[ ""The"", ""King"", ""and"", ""Queen"", ""of"", ""Spain"" ]"
[3,4,4,4];"[ ""2,000"", ""Guineas"", ""Trial"", ""Stakes"" ]"
[1,2,0,0,0];"[ ""Lucas"", ""Arnau"", ""as"", ""''Himself"", ""''"" ]"
[5,6,6];"[ ""Saint"", ""Hill"", ""Green"" ]"
[0,0,0,0,0,0,0,3,4,4,0];"[ ""He"", ""was"", ""selected"", ""to"", ""play"", ""in"", ""the"", ""2008"", ""Senior"", ""Bowl"", ""."" ]"
[0,0,0,1,2];"[ ""*March"", ""26"", ""–"", ""Jimmy"", ""Burke"" ]"
[3,4,4,0,5];"[ ""California"", ""State"", ""University"", "","", ""Fresno"" ]"
[0,0,0,0,1,2,0,0];"[ ""''"", ""'Head"", ""coach"", "":"", ""Jackie"", ""McLeod"", ""''"", ""'"" ]"
[1,2,2];"[ ""Johann"", ""Christian"", ""Bach"" ]"
[0,0,0,0,0,0,0,0,1,2,0];"[ ""It"", ""appears"", ""in"", ""numerous"", ""translations"", ""of"", ""works"", ""by"", ""Leo"", ""Tolstoy"", ""."" ]"
[0,0,0,0,0,0,3,4,0];"[ ""He"", ""was"", ""a"", ""member"", ""of"", ""the"", ""Colorado"", ""Party"", ""."" ]"
[0,5,0,3,4,4,0,0];"[ ""12"", ""Krishnanagar"", ""("", ""Lok"", ""Sabha"", ""constituency"", "")"", ""."" ]"
[0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,2,0,1,2,0,1,2];"[ ""*2013"", "":"", ""Songs"", ""About"", ""This"", ""And"", ""That"", ""''"", ""("", ""Meantime"", ""Records"", "")"", "","", ""including"", ""with"", ""Ivar"", ""Kolve"", "","", ""Bjørn"", ""Klakegg"", ""and"", ""Tom"", ""Olstad"" ]"
[1,2,0,0,0,0,0,0,0,0];"[ ""Alfonso"", ""III"", ""'s"", ""contributions"", ""are"", ""not"", ""as"", ""well"", ""documented"", ""."" ]"
[3,4,4,4];"[ ""Naval"", ""Support"", ""Activity"", ""Mid-South"" ]"
[1,2,0,0,0];"[ ""Volkmar"", ""Andreae"", ""("", ""1906–1949"", "")"" ]"
[1,2,0,0,0];"[ ""David"", ""Scott"", ""("", ""1966"", "")"" ]"
[1,0,0,0,0];"[ ""François"", "","", ""Prince"", ""of"", ""Soubise"" ]"
[0,0,5,6,6,0,0,0,1,2,0,0,0];"[ ""**"", ""''"", ""Principality"", ""of"", ""Kakheti"", ""''"", ""'"", ""–"", ""Kvirike"", ""III"", ""("", ""1010–1029"", "")"" ]"
[0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0];"[ ""She"", ""held"", ""the"", ""same"", ""position"", ""in"", ""Dagbladet"", ""''"", ""in"", ""2005"", "","", ""has"", ""edited"", ""the"", ""periodidal"", ""Syn"", ""og"", ""Segn"", ""''"", ""and"", ""has"", ""released"", ""several"", ""books"", ""."" ]"
[0,0,5,0,0,0];"[ ""'"", ""''"", ""Mangareva"", ""''"", ""'"", ""–"" ]"
[1,2,0,0,0,0];"[ ""Honoré"", ""IV"", "","", ""Prince"", ""of"", ""Monaco"" ]"
[0,0,3,0,0];"[ ""'"", ""''"", ""KMLW"", ""''"", ""'"" ]"
[0,0,0,0,1,0];"[ ""''"", ""Bulbophyllum"", ""elaphoglossum"", ""''"", ""Schltr"", ""."" ]"
[0,0,1,2,0];"[ ""Much"", ""like"", ""Maxwell"", ""Montes"", ""."" ]"
[3,4,0];"[ ""Pegasus"", ""A.F.C"", ""."" ]"
[1,2,0,0,0];"[ ""Hirotoki"", ""Onozawa"", "","", ""10"", ""."" ]"
[1,2,2];"[ ""John"", ""Taylor"", ""Coleridge"" ]"
[3,4,0,3,4,4];"[ ""Environmental"", ""Modification"", "","", ""Marine"", ""Life"", ""Conservation"" ]"
[0,0,0,5,6];"[ ""main"", ""part"", ""="", ""Western"", ""Alps"" ]"
[0,0,0,0,0,0,0,0,5,0,0,0,5,0,0];"[ ""Nearby"", "","", ""on"", ""the"", ""other"", ""side"", ""of"", ""the"", ""Sertig"", "","", ""is"", ""the"", ""''Rinerhorn"", ""''"", ""."" ]"
[3,4,4,4,4];"[ ""*The"", ""Seattle"", ""Children"", ""'s"", ""Theatre"" ]"
[0,0,0,0,3];"[ ""Promotion"", ""round"", ""to"", ""the"", ""Rugby-Bundesliga"" ]"
[0,0,1,2];"[ ""2014"", ""-"", ""Nick"", ""Johnson"" ]"
[0,0,0,1,2,0,0,0,0,0];"[ ""*7"", ""February"", ""-"", ""Ole"", ""Landmark"", "","", ""architect"", ""("", ""b.1885"", "")"" ]"
[3,0,0,0];"[ ""Majesty"", ""("", ""album"", "")"" ]"
[0,0,0,0,0,0,0,3,4,4,4,4,0,0,3,4,4,4,0];"[ ""After"", ""graduation"", ""in"", ""1946"", "","", ""he"", ""attended"", ""City"", ""College"", ""of"", ""San"", ""Francisco"", ""and"", ""the"", ""University"", ""of"", ""San"", ""Francisco"", ""."" ]"
[0,1,2,0,0];"[ ""''"", ""Admiral"", ""P"", ""''"", ""'"" ]"
[0,0,0,0,0,0,5,0,5,0];"[ ""In"", ""1853"", ""his"", ""family"", ""moved"", ""to"", ""Strongsville"", "","", ""Ohio"", ""."" ]"
[0,0,0,0,3,4,4,0,0];"[ ""She"", ""Loves"", ""You"", ""("", ""The"", ""Twilight"", ""Singers"", ""album"", "")"" ]"
[0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0];"[ ""He"", ""was"", ""first"", ""ejected"", ""from"", ""the"", ""position"", ""by"", ""Thomas"", ""Cranmer"", "","", ""then"", ""Archbishop"", ""of"", ""York"", "","", ""in"", ""1526"", ""in"", ""favor"", ""of"", ""Thomas"", ""Wynter"", "","", ""a"", ""favorite"", ""of"", ""Cardinal"", ""Wolsey"", ""."" ]"
